0.000000	14.45
0.055556	14.75
0.111111	14.39
0.166667	14.50
0.222222	12.81
0.277778	12.73
0.333333	12.90
0.388889	12.95
0.444444	12.35
0.500000	10.52
0.555556	9.69
0.611111	9.25
0.666667	8.85
0.722222	8.92
0.777778	8.41
0.833333	8.52
0.888889	8.35
0.944444	8.44
1.000000	8.52
1.055556	8.61
1.111111	8.74
1.166667	8.83
1.222222	8.94
1.277778	9.01
1.333333	9.10
1.388889	9.17
1.444444	9.24
1.500000	9.30
1.555556	9.36
1.611111	9.41
1.666667	9.47
1.722222	9.51
1.777778	9.56
1.833333	9.60
1.888889	9.64
1.944444	9.68
2.000000	9.71
2.055556	9.74
2.111111	9.76
2.166667	9.79
2.222222	9.79
2.277778	9.82
2.333333	9.81
2.388889	9.83
2.444444	9.82
2.500000	9.83
2.555556	9.83
2.611111	9.82
2.666667	9.83
2.722222	9.82
2.777778	9.82
2.833333	9.80
2.888889	9.81
2.944444	9.79
3.000000	9.80
3.055556	9.78
3.111111	9.78
3.166667	9.77
3.222222	9.76
3.277778	9.76
3.333333	9.74
3.388889	9.74
3.444444	9.71
3.500000	9.73
3.555556	9.71
3.611111	9.71
3.666667	9.69
3.722222	9.68
3.777778	9.67
3.833333	9.65
3.888889	9.66
3.944444	9.63
4.000000	9.64
4.055556	9.62
4.111111	9.62
4.166667	9.61
4.222222	9.60
4.277778	9.59
4.333333	9.57
4.388889	9.57
4.444444	9.55
4.500000	9.56
4.555556	9.53
4.611111	9.54
4.666667	9.52
4.722222	9.52
4.777778	9.51
4.833333	9.48
4.888889	9.50
4.944444	9.47
5.000000	9.48
5.055556	9.46
5.111111	9.47
5.166667	9.46
5.222222	9.45
5.277778	9.45
5.333333	9.42
5.388889	9.43
5.444444	9.41
5.500000	9.42
5.555556	9.41
5.611111	9.41
5.666667	9.40
5.722222	9.39
5.777778	9.39
5.833333	9.37
5.888889	9.38
5.944444	9.36
6.000000	9.37
6.055556	9.36
6.111111	9.36
6.166667	9.36
6.222222	9.34
6.277778	9.35
6.333333	9.35
6.388889	9.34
6.444444	9.32
6.500000	9.33
6.555556	9.32
6.611111	9.33
6.666667	9.32
6.722222	9.31
6.777778	9.32
6.833333	9.30
6.888889	9.31
6.944444	9.30
7.000000	9.31
7.055556	9.30
7.111111	9.31
7.166667	9.31
7.222222	9.30
7.277778	9.32
7.333333	9.29
7.388889	9.31
7.444444	9.29
7.500000	9.30
7.555556	9.29
7.611111	9.29
7.666667	9.29
7.722222	9.28
7.777778	9.30
7.833333	9.27
7.888889	9.30
7.944444	9.28
8.000000	9.30
8.055556	9.29
8.111111	9.30
8.166667	9.30
8.222222	9.29
8.277778	9.30
8.333333	9.28
8.388889	9.30
8.444444	9.29
8.500000	9.31
8.555556	9.30
8.611111	9.31
8.666667	9.30
8.722222	9.29
8.777778	9.31
8.833333	9.29
8.888889	9.31
8.944444	9.30
9.000000	9.31
9.055556	9.31
9.111111	9.31
9.166667	9.31
9.222222	9.30
9.277778	9.33
9.333333	9.30
9.388889	9.33
9.444444	9.31
9.500000	9.33
9.555556	9.33
9.611111	9.33
9.666667	9.33
9.722222	9.33
9.777778	9.34
9.833333	9.33
9.888889	9.35
9.944444	9.34
10.000000	9.35
10.055556	9.35
10.111111	9.37
10.166667	9.37
10.222222	9.37
10.277778	9.38
10.333333	9.37
10.388889	9.39
10.444444	9.39
10.500000	9.41
10.555556	9.41
10.611111	9.41
10.666667	9.43
10.722222	9.42
10.777778	9.44
10.833333	9.43
10.888889	9.45
10.944444	9.44
11.000000	9.46
11.055556	9.46
11.111111	9.47
11.166667	9.46
11.222222	9.46
11.277778	9.40
11.333333	9.45
11.388889	9.48
11.444444	9.49
11.500000	9.51
11.555556	9.52
11.611111	9.52
11.666667	9.53
11.722222	9.53
11.777778	9.55
11.833333	9.53
11.888889	9.56
11.944444	9.55
12.000000	9.57
12.055556	9.57
12.111111	9.57
12.166667	9.58
12.222222	9.58
12.277778	9.60
12.333333	9.58
12.388889	9.61
12.444444	9.60
12.500000	9.61
12.555556	9.61
12.611111	9.61
12.666667	9.57
12.722222	9.63
12.777778	9.65
12.833333	9.63
12.888889	9.65
12.944444	9.64
13.000000	9.65
13.055556	9.61
13.111111	9.63
13.166667	9.66
13.222222	9.66
13.277778	9.67
13.333333	9.66
13.388889	9.68
13.444444	9.67
13.500000	9.68
13.555556	9.68
13.611111	9.68
13.666667	9.68
13.722222	9.68
13.777778	9.69
